1 - State Name,8 - Structure Number,22 - Owner Agency,CAT29 - Deck Area (sq. ft.),27 - Year Built,43A - Main Span Material,43B - Main Span Design,2014,2015,2016,2017,2018,2019,2020,2021,2022
'Louisiana',085800290310281,'State Highway Agency',1037.43,1956,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',080604000002404,'U.S. Forest Service',516.02,1963,'Prestressed Concrete','Channel Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',053100000021980,'State Highway Agency',24165.19,1952,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083500090500001,'State Highway Agency',8661.07,1956,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',053100000021990,'State Highway Agency',9332.31,1952,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040700670412371,'State Highway Agency',1997.78,1927,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',085831197930791,'County Highway Agency',827.31,1962,'Prestressed Concrete','Channel Beam','Poor','Poor','Fair','Fair','Fair','Fair','Poor','Poor','Poor'
'Louisiana',083503590103231,'State Highway Agency',3356.73,1967,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',070630493931921,'County Highway Agency',1106.85,1990,'Steel','Culvert','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',070630497931351,'County Highway Agency',1292.32,1970,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083500920109711,'State Highway Agency',1562.7,1926,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Fair','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040700930204091,'State Highway Agency',1535.79,1960,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083500420708591,'State Highway Agency',1220.63,1930,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',086400910501191,'State Highway Agency',1333.65,1941,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',053100890804651,'State Highway Agency',11309.64,1975,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',080604000002476,'U.S. Forest Service',1145.28,1975,'Prestressed Concrete','Channel Beam','Poor','','','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',086400910500611,'State Highway Agency',1770.66,1941,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',053103160500991,'State Highway Agency',6403.13,1963,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',085801140104141,'State Highway Agency',1024.72,1954,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',070603770211321,'State Highway Agency',960.68,1963,'Steel','Culvert','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040700930207231,'State Highway Agency',1535.79,1960,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040700930305421,'State Highway Agency',2347.39,1979,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',085831072931641,'City or Municipal Highway Agency',2301.86,1974,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040700930303501,'State Highway Agency',4097.82,1974,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',071008102503951,'State Highway Agency',1311.04,1968,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',085831082931661,'City or Municipal Highway Agency',1348.5,1970,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',070600280308071,'State Highway Agency',2286.69,1964,'Steel','Culvert','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083531253931111,'County Highway Agency',624.31,1972,'Prestressed Concrete','Channel Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',080603000002318,'U.S. Forest Service',1047.11,1970,'Prestressed Concrete','Channel Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',085831134931571,'County Highway Agency',1568.3,1970,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083500530414631,'State Highway Agency',16347.37,1936,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',085831026931991,'County Highway Agency',2644.69,1978,'Concrete','Slab','Poor','Poor','Fair','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083501170300701,'State Highway Agency',1752.8,1976,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083531314931101,'County Highway Agency',1273.59,1983,'Prestressed Concrete','Channel Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083531254931301,'County Highway Agency',1234.41,1970,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',071030179933541,'County Highway Agency',1311.04,1968,'Concrete','Slab','Poor','Poor','Fair','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083531314931111,'County Highway Agency',1698.11,1983,'Prestressed Concrete','Channel Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083531314931121,'County Highway Agency',1698.11,1983,'Prestressed Concrete','Channel Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083531314931131,'County Highway Agency',1273.59,1983,'Prestressed Concrete','Channel Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',085831008932171,'County Highway Agency',4362.61,1970,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040700890301771,'State Highway Agency',3510.97,1971,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',070600280304351,'State Highway Agency',1590.15,1964,'Steel','Culvert','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',071004509101761,'State Highway Agency',49278.04,1954,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',070603770203281,'State Highway Agency',2002.3,1963,'Steel','Culvert','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040732258925451,'County Highway Agency',727.86,1952,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',053103080704501,'State Highway Agency',13195.69,1973,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',070603770201961,'State Highway Agency',1206.74,1963,'Steel','Culvert','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',053100010700281,'State Highway Agency',3259.42,1949,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',080608000002810,'U.S. Forest Service',1673.68,1973,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040700900501171,'State Highway Agency',3098.07,1966,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040700890305271,'State Highway Agency',3510.97,1970,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040732316925481,'County Highway Agency',876.18,1980,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083531393931281,'County Highway Agency',714.08,1980,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041400720203861,'State Highway Agency',29981.79,1953,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',071001870111321,'State Highway Agency',1114.39,1957,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',084331298931651,'County Highway Agency',1383.38,1959,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Fair','Fair','Poor','Poor','Poor','Poor'
'Louisiana',040700890500721,'State Highway Agency',8937.06,1963,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083500880105081,'State Highway Agency',1704.36,1974,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Fair','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',070603770104001,'State Highway Agency',1793.27,1962,'Steel','Culvert','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083501140313241,'State Highway Agency',1752.8,1977,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041408140206581,'State Highway Agency',2964.6,1976,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040702950100781,'State Highway Agency',7191.37,1963,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083532084930441,'County Highway Agency',1036.35,1965,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',071000120203171,'State Highway Agency',11041.51,1952,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040732261925871,'County Highway Agency',879.84,1978,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',071000120202941,'State Highway Agency',7387.7,1952,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',085801350202491,'State Highway Agency',1588.32,1949,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',085801350202401,'State Highway Agency',3884.05,1949,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',071000120202521,'State Highway Agency',12262.79,1952,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',071000120202201,'State Highway Agency',11041.51,1952,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040732194930281,'County Highway Agency',879.84,1977,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041401090304361,'State Highway Agency',1790.9,1979,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',071000120200901,'State Highway Agency',18369.15,1952,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',085831191932381,'County Highway Agency',984.36,1987,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',071000120200471,'State Highway Agency',19590.42,1952,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',071000120100001,'State Highway Agency',9121.88,1938,'Steel','Movable - Swing','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',070630339933971,'County Highway Agency',768.54,1994,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041402950301371,'State Highway Agency',3534.98,1958,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040700880202601,'State Highway Agency',4097.82,1975,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040732318930041,'County Highway Agency',879.84,1977,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083501150202741,'State Highway Agency',806.97,1951,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',070601870401641,'State Highway Agency',8581.42,1967,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040700880203591,'State Highway Agency',2347.39,1975,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083501150103341,'State Highway Agency',3946.7,1956,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041400720110291,'State Highway Agency',6392.15,1949,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',084331248932421,'County Highway Agency',1030.11,1965,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083501150103501,'State Highway Agency',3180.41,1956,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041400720110091,'State Highway Agency',7647.54,1949,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040700893003991,'State Highway Agency',2347.39,1973,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041400720109961,'State Highway Agency',5125.24,1949,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083501150103601,'State Highway Agency',1613.94,1956,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083501150103851,'State Highway Agency',2831.34,1956,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041400850808341,'State Highway Agency',3406.45,1967,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041432581925231,'County Highway Agency',2047.73,1975,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041432583925231,'County Highway Agency',2047.73,1975,'Concrete','Slab','Poor','Fair','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040700880204191,'State Highway Agency',1760.55,1975,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041432582925241,'County Highway Agency',1023.86,1975,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041432583925241,'County Highway Agency',1023.86,1975,'Concrete','Slab','Poor','Good','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040732146930781,'County Highway Agency',892.97,1976,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083531463931791,'County Highway Agency',1521.59,1981,'Prestressed Concrete','Channel Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040732148930821,'County Highway Agency',2166.56,1976,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041401090101451,'State Highway Agency',1562.27,1966,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083501150200541,'State Highway Agency',2134.7,1951,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083501150108771,'State Highway Agency',922.25,1956,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041400850806601,'State Highway Agency',2453.31,1967,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083531431932001,'County Highway Agency',1095.34,1978,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040732328930391,'Railroad',2875.58,1940,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',044132084931301,'County Highway Agency',538.41,1975,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041400850804461,'State Highway Agency',1535.79,1968,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041400850804341,'State Highway Agency',2074.21,1968,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',084301200100251,'State Highway Agency',2644.48,1958,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',044103040204251,'State Highway Agency',1790.9,1974,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',084331146933271,'County Highway Agency',6220.89,1980,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040702870501431,'State Highway Agency',7618.91,1978,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',044103040207711,'State Highway Agency',2964.6,1975,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',044100910103321,'State Highway Agency',3510.97,1972,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Poor'
'Louisiana',041400850801321,'State Highway Agency',1050.34,1966,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041400850801411,'State Highway Agency',1023.86,1966,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',044100910102481,'State Highway Agency',9996.66,1972,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',044100910102301,'State Highway Agency',2964.6,1972,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041400833003821,'State Highway Agency',9379.46,1980,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083501130307701,'State Highway Agency',3980.92,1975,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041401010103441,'State Highway Agency',2074.21,1967,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041401010101861,'State Highway Agency',1535.79,1967,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',084331305933141,'County Highway Agency',474.47,1940,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Good','Good','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',084331202933521,'County Highway Agency',1002.77,1967,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',084331188933581,'County Highway Agency',849.06,1967,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',046032326931091,'County Highway Agency',801.7,1971,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',083531514932531,'County Highway Agency',755.73,1975,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040700010600001,'State Highway Agency',6730.24,1954,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',084331207933621,'County Highway Agency',1273.59,1967,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',046001110103491,'State Highway Agency',3601.17,1967,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',046032318931521,'County Highway Agency',2517.03,1978,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',044103020101061,'State Highway Agency',8822.96,1975,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',046001110203321,'State Highway Agency',8823.07,1960,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',046032303931691,'County Highway Agency',2491.41,1976,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',046000270305211,'State Highway Agency',8468.61,1950,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041402900106591,'State Highway Agency',2347.39,1973,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',084331322933751,'County Highway Agency',879.84,1968,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',084300420304551,'State Highway Agency',2126.3,1960,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',044103020104441,'State Highway Agency',1790.9,1975,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',044103020104981,'State Highway Agency',2347.39,1975,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',084300420304491,'State Highway Agency',3671.89,1960,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',084300420304411,'State Highway Agency',2126.3,1960,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',084300420304351,'State Highway Agency',1608.13,1960,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',046000270309511,'State Highway Agency',4524.72,1935,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040700900302211,'State Highway Agency',1588.75,1966,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',046000270313242,'State Highway Agency',3495.26,1935,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',046000270313241,'State Highway Agency',3978.99,1960,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',046032412931571,'County Highway Agency',1050.56,1979,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',040700900301841,'State Highway Agency',1588.75,1966,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',084300420301721,'State Highway Agency',1608.13,1960,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',046000010409571,'State Highway Agency',3802.67,1948,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',046032473931431,'County Highway Agency',1333.65,1979,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041408140402411,'State Highway Agency',3551.44,1976,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',046000010407501,'State Highway Agency',7990.59,1954,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',046000010407151,'State Highway Agency',10632.38,1954,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',046032510931461,'County Highway Agency',1352.7,1956,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',046000010407021,'State Highway Agency',9349.53,1954,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',044101050301111,'State Highway Agency',3551.44,1978,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041402910206011,'State Highway Agency',3124.55,1968,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041603000401191,'State Highway Agency',1036.35,1969,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',046032413931971,'County Highway Agency',1779.27,1971,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',046032487931731,'County Highway Agency',1998.21,1979,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041603000401811,'State Highway Agency',2586.14,1969,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',046000830615741,'State Highway Agency',4086.63,1968,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',044132104933141,'County Highway Agency',3286.22,1963,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
'Louisiana',041603000403001,'State Highway Agency',1573.25,1969,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor'
